yourlist:M201909045C475328CEF75220C360D524E9D456CE3FF4D7X	Entry	Entry name	Protein names	Gene names	Organism	Taxonomic lineage (ORDER)
WP_058505411.1	A0A0W0WKB7	A0A0W0WKB7_9GAMM	Protein IcmB (DotO)	Lnau_2411	Legionella nautarum	Legionellales
WP_058525642.1	A0A0W0TVN0	A0A0W0TVN0_LEGER	Protein IcmB (DotO)	Lery_0469	Legionella erythra	Legionellales
WP_058532003.1	A0A0W0XRB6	A0A0W0XRB6_9GAMM	Protein IcmB (DotO)	Lrub_2014	Legionella rubrilucens	Legionellales
WP_061519783.1	A0A150HJJ2	A0A150HJJ2_9GAMM	Cytosine-specific methyltransferase (EC 2.1.1.37)	hpaIIM AVENLUH5627_03355	Acinetobacter venetianus	Pseudomonadales
WP_004967386.1	N9BCU3	N9BCU3_9GAMM	Cytosine-specific methyltransferase (EC 2.1.1.37)	F947_00073	Acinetobacter towneri DSM 14962 = CIP 107472	Pseudomonadales
WP_063134991.1	A0A331VZU5	A0A331VZU5_KLEPN	Cytosine-specific methyltransferase (EC 2.1.1.37)	hhaIM SAMEA4394728_03103	Klebsiella pneumoniae	Enterobacterales
WP_070852942.1	A0A1S1FSL0	A0A1S1FSL0_9PAST	Uncharacterized protein	HMPREF3263_04715	Haemophilus sp. HMSC61B11	Pasteurellales
WP_065286078.1	A0A1B8T2L9	A0A1B8T2L9_HAEPA	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	BBB48_07975	Haemophilus parainfluenzae	Pasteurellales
WP_021615767.1	U1S638	U1S638_9PAST	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	HMPREF9065_01420	Aggregatibacter sp. oral taxon 458 str. W10330	Pasteurellales
WP_032994803.1	A0A336N6E6	A0A336N6E6_AGGAP	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	nrdA NCTC5908_01567	Aggregatibacter aphrophilus (Haemophilus aphrophilus)	Pasteurellales
WP_032994803.1	A0A3S4QBQ0	A0A3S4QBQ0_AGGAP	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	nrdA NCTC5906_01495	Aggregatibacter aphrophilus ATCC 33389	Pasteurellales
WP_050693609.1	A0A3M6P2M0	A0A3M6P2M0_AGGAP	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	DOL88_06645	Aggregatibacter aphrophilus (Haemophilus aphrophilus)	Pasteurellales
WP_033002152.1	A0A265QRR6	A0A265QRR6_AGGAC	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	RO04_01080	Aggregatibacter actinomycetemcomitans (Actinobacillus actinomycetemcomitans) (Haemophilus actinomycetemcomitans)	Pasteurellales
WP_039139024.1	A0A0A2Y7B3	A0A0A2Y7B3_9PAST	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	JP30_06930	Gallibacterium anatis IPDH697-78	Pasteurellales
WP_039135924.1	A0A0A2XJW3	A0A0A2XJW3_9PAST	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	P375_08170	Gallibacterium genomosp. 2	Pasteurellales
WP_039087256.1	A0A0A2ZJK6	A0A0A2ZJK6_9PAST	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	IO46_11365 JP28_09370	Gallibacterium anatis	Pasteurellales
WP_013747239.1	A0A1A7NVH6	A0A1A7NVH6_9PAST	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	nrdA CF595_04860 NCTC11413_00973 QV03_09210	Gallibacterium anatis	Pasteurellales
WP_013747239.1	F4H9Z9	F4H9Z9_GALAU	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	UMN179_02479	Gallibacterium anatis (strain UMN179) (Pasteurella anatis)	Pasteurellales
WP_039158611.1	A0A0A3AFV8	A0A0A3AFV8_9PAST	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	IO49_06595	Gallibacterium anatis	Pasteurellales
WP_039164295.1	A0A0A2ZZM0	A0A0A2ZZM0_9PAST	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	IO48_09915	Gallibacterium anatis 4895	Pasteurellales
WP_039164295.1	A0A263HGM9	A0A263HGM9_9PAST	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	CF557_08965	Gallibacterium anatis	Pasteurellales
WP_009116993.1	G4CRZ2	G4CRZ2_9NEIS	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	nrdA HMPREF9370_1852	Neisseria wadsworthii 9715	Neisseriales
WP_003795638.1	C4GGV1	C4GGV1_9NEIS	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	GCWU000324_01370	Kingella oralis ATCC 51147	Neisseriales
WP_067526217.1	A0A1A9S1K8	A0A1A9S1K8_9NEIS	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	A7P96_08315	Eikenella sp. NML03-A-027	Neisseriales
WP_070632808.1	A0A1F0FAI0	A0A1F0FAI0_9NEIS	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	HMPREF3043_08000	Eikenella sp. HMSC073A11	Neisseriales
WP_064104872.1	A0A1A9RT74	A0A1A9RT74_EIKCO	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	A7P89_00100	Eikenella corrodens	Neisseriales
WP_006063213.1	L1MI18	L1MI18_9CORY	Thymidylate synthase (TS) (TSase) (EC 2.1.1.45)	thyA HMPREF9997_00972	Corynebacterium durum F0235	Corynebacteriales
WP_020975847.1	U3GUS1	U3GUS1_9CORY	Thymidylate synthase (TS) (TSase) (EC 2.1.1.45)	thyA CARG_02720	Corynebacterium argentoratense DSM 44202	Corynebacteriales
WP_013887747.1	F8DXH6	F8DXH6_CORRG	Thymidylate synthase (TS) (TSase) (EC 2.1.1.45)	thyA CRES_0358	Corynebacterium resistens (strain DSM 45100 / JCM 12819 / GTC 2026)	Corynebacteriales
WP_034969641.1	A0A1E9PTJ2	A0A1E9PTJ2_9CORY	Thymidylate synthase (TS) (TSase) (EC 2.1.1.45)	thyA HMPREF2678_01175	Corynebacterium sp. HMSC058E07	Corynebacteriales
WP_074508296.1	A0A1Q6BI46	A0A1Q6BI46_CORGT	Thymidylate synthase (TS) (TSase) (EC 2.1.1.45)	thyA AUO95_15385	Corynebacterium glutamicum (Brevibacterium saccharolyticum)	Corynebacteriales
WP_060564237.1	A0A2T3HDJ7	A0A2T3HDJ7_CORGT	Thymidylate synthase (TS) (TSase) (EC 2.1.1.45)	thyA I919_04737	Corynebacterium glutamicum ZL-2	Corynebacteriales
WP_005294370.1	A0A381KGK2	A0A381KGK2_CORJE	Thymidylate synthase (TS) (TSase) (EC 2.1.1.45)	thyA NCTC11913_01559	Corynebacterium jeikeium	Corynebacteriales
WP_035011716.1	A0A2X4TAL6	A0A2X4TAL6_CORJE	Thymidylate synthase (TS) (TSase) (EC 2.1.1.45)	thyA NCTC11914_01883	Corynebacterium jeikeium	Corynebacteriales
WP_075725311.1	A0A1L7CET0	A0A1L7CET0_9CORY	Thymidylate synthase (TS) (TSase) (EC 2.1.1.45)	thyA CAQU_03725	Corynebacterium aquilae DSM 44791	Corynebacteriales
WP_003862391.1	A0A072Z7B7	A0A072Z7B7_CORGT	Thymidylate synthase (TS) (TSase) (EC 2.1.1.45)	thyA KIQ_008355	Corynebacterium glutamicum ATCC 14067	Corynebacteriales
WP_003862391.1	A0A0F6Z5R1	A0A0F6Z5R1_9CORY	Thymidylate synthase (TS) (TSase) (EC 2.1.1.45)	thyA YH66_04550	[Brevibacterium] flavum	Corynebacteriales
WP_003862391.1	A0A0U4XNU6	A0A0U4XNU6_CORGT	Thymidylate synthase (TS) (TSase) (EC 2.1.1.45)	thyA APT58_04875 FM102_00185	Corynebacterium glutamicum (Brevibacterium saccharolyticum)	Corynebacteriales
WP_003862391.1	A4QCI7	TYSY_CORGB	Thymidylate synthase (TS) (TSase) (EC 2.1.1.45)	thyA cgR_0959	Corynebacterium glutamicum (strain R)	Corynebacteriales
WP_003862391.1	Q8NS38	TYSY_CORGL	Thymidylate synthase (TS) (TSase) (EC 2.1.1.45)	thyA Cgl0844 cg0966	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025)	Corynebacteriales
WP_003858355.1	R0J618	R0J618_CORCT	Thymidylate synthase (TS) (TSase) (EC 2.1.1.45)	thyA J433_13877	Corynebacterium crenatum MT	Corynebacteriales
WP_071056053.1	A0A1G4VFF9	A0A1G4VFF9_CORJE	Thymidylate synthase (TS) (TSase) (EC 2.1.1.45)	thyA CJBVI_0412	Corynebacterium jeikeium	Corynebacteriales
WP_011273124.1	Q4JX59	TYSY_CORJK	Thymidylate synthase (TS) (TSase) (EC 2.1.1.45)	thyA jk0441	Corynebacterium jeikeium (strain K411)	Corynebacteriales
WP_066564989.1	A0A172QS19	A0A172QS19_9CORY	Thymidylate synthase (TS) (TSase) (EC 2.1.1.45)	thyA ccrud_04160	Corynebacterium crudilactis	Corynebacteriales
WP_047130909.1	A0A143PEB9	A0A143PEB9_9STAP	Ser-Asp rich fibrinogen/bone sialoprotein-binding protein SdrE_1	sdrE_1 A4G25_09225 NCTC13827_00296	Staphylococcus condimenti	Bacillales
WP_053585740.1	A0A0M3RJ25	A0A0M3RJ25_9ACTO	RNA-binding protein	AM609_00765	Actinomyces sp. oral taxon 414	Actinomycetales
WP_008733988.1	J0MWE3	J0MWE3_9ACTO	60 kDa SS-A/Ro ribonucleoprotein-like protein	HMPREF1318_2237	Actinomyces massiliensis F0489	Actinomycetales
WP_041697123.1	A0A3N4D4D9	A0A3N4D4D9_9ACTN	Ro sixty-related protein (TROVE domain-containing protein)	rsr EGT56_05775 NCTC12967_00568	Pseudopropionibacterium propionicum	Propionibacteriales
WP_065631628.1	A0A1B9R7W2	A0A1B9R7W2_9ACTN	RNA-binding protein	A9310_22120	Gordonia sp. UCD-TK1	Corynebacteriales
WP_007472473.1	E5XVC6	E5XVC6_9ACTN	Cytosine-specific methyltransferase (EC 2.1.1.37)	HMPREF9336_03448	Segniliparus rugosus ATCC BAA-974	Corynebacteriales
WP_013137053.1	D6Z9S0	D6Z9S0_SEGRD	Cytosine-specific methyltransferase (EC 2.1.1.37)	Srot_0106	Segniliparus rotundus (strain ATCC BAA-972 / CDC 1076 / CIP 108378 / DSM 44985 / JCM 13578)	Corynebacteriales
WP_056177779.1	A0A0Q4Y737	A0A0Q4Y737_9BURK	ATPase	ASF43_06365	Pseudorhodoferax sp. Leaf267	Burkholderiales
WP_054055725.1	A0A0H5CGJ1	A0A0H5CGJ1_9PSEU	Cell division protein FtsH (EC 3.4.24.-)		Alloactinosynnema sp. L-07	Pseudonocardiales
WP_005962268.1	N6WF40	N6WF40_9ACTO	AAA-family ATPase (EC 3.6.4.6)	ftsH HMPREF9004_0539	Schaalia cardiffensis F0333	Actinomycetales
WP_013289238.1	D9T2U3	D9T2U3_MICAI	AAA ATPase central domain protein	Micau_6146	Micromonospora aurantiaca (strain ATCC 27029 / DSM 43813 / BCRC 12538 / CBS 129.76 / JCM 10878 / NBRC 16125 / NRRL B-16091 / INA 9442)	Micromonosporales
WP_008730200.1	J0XDR5	J0XDR5_9ACTO	ATPase, AAA family	HMPREF1318_1079	Actinomyces massiliensis F0489	Actinomycetales
WP_012835891.1	D0L5E2	D0L5E2_GORB4	AAA ATPase central domain protein	Gbro_4254	Gordonia bronchialis (strain ATCC 25592 / DSM 43247 / JCM 3198 / NCTC 10667) (Rhodococcus bronchialis)	Corynebacteriales
WP_003888375.1	A0A139V3G4	A0A139V3G4_MYCPH	DNA topoisomerase (ATP-hydrolyzing) (EC 5.6.2.3)	MPHL43239_22680	Mycolicibacterium phlei DSM 43239 = CCUG 21000	Corynebacteriales
WP_003888375.1	A0A3S4QVH4	A0A3S4QVH4_MYCCH	DNA topoisomerase (ATP-hydrolyzing) (EC 5.6.2.3)	NCTC946_02512	Mycobacterium chelonae	Corynebacteriales
WP_073680758.1	A0A1Q4SQ65	A0A1Q4SQ65_9MYCO	DNA topoisomerase (ATP-hydrolyzing) (EC 5.6.2.3)	EB74_13665	Mycobacterium sp. SWH-M5	Corynebacteriales
WP_073680758.1	A0A2M9F4G1	A0A2M9F4G1_MYCGD	DNA topoisomerase (ATP-hydrolyzing) (EC 5.6.2.3)	CSX11_31865	Mycobacterium goodii	Corynebacteriales
WP_058125065.1	A0A0D6G6M6	A0A0D6G6M6_MYCSM	DNA topoisomerase (ATP-hydrolyzing) (EC 5.6.2.3)	ERS451418_00427	Mycobacterium smegmatis	Corynebacteriales
WP_003891778.1	A0A2U9PI59	A0A2U9PI59_MYCSE	DNA topoisomerase (ATP-hydrolyzing) (EC 5.6.2.3)	D806_004410	Mycobacterium smegmatis (strain MKD8)	Corynebacteriales
WP_047332850.1	A0A0G3IXT5	A0A0G3IXT5_9MYCO	DNA topoisomerase (ATP-hydrolyzing) (EC 5.6.2.3)	AB431_28970	Mycobacterium sp. EPa45	Corynebacteriales
WP_059089455.1	A0A124EVA5	A0A124EVA5_9MYCO	DNA topoisomerase (ATP-hydrolyzing) (EC 5.6.2.3)	AU194_30025	Mycobacterium sp. GA-2829	Corynebacteriales
WP_049744449.1	A0A0K0X3P7	A0A0K0X3P7_MYCGD	DNA topoisomerase (ATP-hydrolyzing) (EC 5.6.2.3)	AFA91_09270	Mycobacterium goodii	Corynebacteriales
WP_048896394.1	A0A0J8WP94	A0A0J8WP94_9MYCO	DNA topoisomerase (ATP-hydrolyzing) (EC 5.6.2.3)	ACT17_28430	Mycolicibacterium conceptionense	Corynebacteriales
WP_048420350.1	A0A0J6VQH9	A0A0J6VQH9_9MYCO	DNA topoisomerase (ATP-hydrolyzing) (EC 5.6.2.3)	MCHUDSM44219_04493	Mycolicibacterium chubuense	Corynebacteriales
WP_066828391.1	A0A1A0TRV4	A0A1A0TRV4_9MYCO	DNA topoisomerase (ATP-hydrolyzing) (EC 5.6.2.3)	A5757_06970	Mycobacterium sp. 852013-51886_SCH5428379	Corynebacteriales
WP_005142176.1	G4HWP5	G4HWP5_MYCRH	DNA topoisomerase (ATP-hydrolyzing) (EC 5.6.2.3)	MycrhDRAFT_2227	Mycolicibacterium rhodesiae JS60	Corynebacteriales
WP_071948427.1	A0A1J0UCR1	A0A1J0UCR1_9MYCO	DNA topoisomerase (ATP-hydrolyzing) (EC 5.6.2.3)	BOH72_22195	Mycobacterium sp. WY10	Corynebacteriales
WP_036432952.1	X5LFK0	X5LFK0_9MYCO	DNA topoisomerase (ATP-hydrolyzing) (EC 5.6.2.3)	gyrB_3 BN978_03512	Mycolicibacterium mageritense DSM 44476 = CIP 104973	Corynebacteriales
WP_069420710.1	A0A1E3SA89	A0A1E3SA89_9MYCO	DNA topoisomerase (ATP-hydrolyzing) (EC 5.6.2.3)	BHQ20_19005 BST27_14905 BV508_00740	Mycobacterium intermedium	Corynebacteriales
WP_067958553.1	A0A132T4A0	A0A132T4A0_9MYCO	DNA topoisomerase (ATP-hydrolyzing) (EC 5.6.2.3)	ASJ79_07225	Mycobacterium sp. NAZ190054	Corynebacteriales
WP_064934021.1	A0A1A0QYB9	A0A1A0QYB9_MYCPR	DNA topoisomerase (ATP-hydrolyzing) (EC 5.6.2.3)	A5792_25610	Mycobacterium peregrinum	Corynebacteriales
WP_073905292.1	A0A1Q4U4Z0	A0A1Q4U4Z0_9MYCO	DNA topoisomerase (ATP-hydrolyzing) (EC 5.6.2.3)	EB73_33145	Mycobacterium sp. SWH-M3	Corynebacteriales
WP_029118318.1	A0A1H3WVC5	A0A1H3WVC5_9MYCO	DNA topoisomerase (ATP-hydrolyzing) (EC 5.6.2.3)	SAMN04488580_101203	Mycobacterium sp. 283mftsu	Corynebacteriales
WP_064859431.1	A0A1A0MLW2	A0A1A0MLW2_9MYCO	DNA topoisomerase (ATP-hydrolyzing) (EC 5.6.2.3)	A5642_23195	Mycolicibacterium mucogenicum	Corynebacteriales
WP_061262196.1	A0A117ICV1	A0A117ICV1_MYCFO	DNA topoisomerase (ATP-hydrolyzing) (EC 5.6.2.3)	RMCFA_0155	Mycolicibacterium fortuitum subsp. acetamidolyticum	Corynebacteriales
WP_062656075.1	A0A100WB12	A0A100WB12_9MYCO	DNA topoisomerase (ATP-hydrolyzing) (EC 5.6.2.3)	RMCC_1852	Mycolicibacterium canariasense	Corynebacteriales
WP_043986149.1	A0A0D1J3H4	A0A0D1J3H4_9MYCO	DNA topoisomerase (ATP-hydrolyzing) (EC 5.6.2.3)	TL10_14520	Mycolicibacterium llatzerense	Corynebacteriales
WP_062832443.1	A0A100W750	A0A100W750_9MYCO	DNA topoisomerase (ATP-hydrolyzing) (EC 5.6.2.3)	RMCB_7017	Mycolicibacterium brisbanense	Corynebacteriales
WP_064978786.1	A0A1A3HDP9	A0A1A3HDP9_9MYCO	DNA topoisomerase (ATP-hydrolyzing) (EC 5.6.2.3)	A5630_11990	Mycolicibacterium mucogenicum	Corynebacteriales
WP_003891777.1	A0A2U9PI73	A0A2U9PI73_MYCSE	DNA topoisomerase (ATP-hydrolyzing) (EC 5.6.2.3)	D806_004400	Mycobacterium smegmatis (strain MKD8)	Corynebacteriales
WP_003891777.1	A0QPN1	TOPOM_MYCS2	Topoisomerase subunit TopoM (EC 5.6.2.2)	topoM MSMEG_0456 MSMEI_0443	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	Corynebacteriales
WP_073694906.1	A0A1Q4UGH2	A0A1Q4UGH2_9MYCO	DNA topoisomerase (ATP-hydrolyzing) (EC 5.6.2.3)	EB75_04125	Mycobacterium sp. ST-F2	Corynebacteriales
WP_058125064.1	A0A0D6G7S6	A0A0D6G7S6_MYCSM	DNA topoisomerase (ATP-hydrolyzing) (EC 5.6.2.3)	gyrA_2 ERS451418_00426	Mycobacterium smegmatis	Corynebacteriales
WP_004600772.1	K0YRP0	K0YRP0_9CORY	Exonuclease domain-containing protein	HMPREF9719_00882	Corynebacterium otitidis ATCC 51513	Corynebacteriales
WP_025403012.1	W5WQD6	W5WQD6_9CORY	DNA polymerase III subunit epsilon	CFAL_07170	Corynebacterium falsenii DSM 44353	Corynebacteriales
WP_075813140.1	A0A1Q9VY34	A0A1Q9VY34_9CORY	DNA polymerase III subunit epsilon	BJF89_01415	Corynebacterium sp. CNJ-954	Corynebacteriales
WP_055122958.1	A0A0Q0UBW1	A0A0Q0UBW1_9CORY	DNA polymerase III PolC-type (EC 2.7.7.7)	polC_3 Cocul_01889	Corynebacterium oculi	Corynebacteriales
WP_047259416.1	A0A0G3HG43	A0A0G3HG43_9CORY	DNA polymerase III epsilon subunit-like 3'-5' exonuclease (EC 2.7.7.7)	CUTER_04590	Corynebacterium uterequi	Corynebacteriales
WP_062035251.1	A0A127NR65	A0A127NR65_9CORY	Exonuclease family protein	WM42_0250	Corynebacterium simulans	Corynebacteriales
WP_010269273.1	A0A426QCJ3	A0A426QCJ3_9CORY	3'-5' exonuclease	CXF47_01180 CXF48_00080	Corynebacterium bovis	Corynebacteriales
WP_049146440.1	A0A2H1A8N9	A0A2H1A8N9_CORST	DNA polymerase III subunit epsilon	AZH47_06985	Corynebacterium striatum	Corynebacteriales
WP_046203113.1	A0A133Z4F0	A0A133Z4F0_9CORY	Uncharacterized protein	CJ202_00685 HMPREF1861_01115	Corynebacterium kroppenstedtii	Corynebacteriales
WP_012731219.1	C4LHM7	C4LHM7_CORK4	Putative membrane protein	ckrop_0561	Corynebacterium kroppenstedtii (strain DSM 44385 / JCM 11950 / CIP 105744 / CCUG 35717)	Corynebacteriales
WP_057090902.1	A0A429JY88	A0A429JY88_ACIPI	Class I SAM-dependent methyltransferase	EA752_17270	Acinetobacter pittii (Acinetobacter genomosp. 3)	Pseudomonadales
WP_031997688.1	A0A014C7I1	A0A014C7I1_9GAMM	Methyltransferase domain protein	J811_3606	Acinetobacter sp. 25977_8	Pseudomonadales
WP_031997688.1	A0A014CM02	A0A014CM02_9GAMM	Methyltransferase domain protein	J809_3856	Acinetobacter sp. 25977_6	Pseudomonadales
WP_031997688.1	A0A014D9U7	A0A014D9U7_9GAMM	Methyltransferase domain protein	J805_3697	Acinetobacter sp. 25977_2	Pseudomonadales
WP_031997688.1	A0A014DP57	A0A014DP57_9GAMM	Methyltransferase domain protein	J810_3625	Acinetobacter sp. 25977_7	Pseudomonadales
WP_031997688.1	A0A014E047	A0A014E047_9GAMM	Methyltransferase domain protein	J806_1033	Acinetobacter sp. 25977_3	Pseudomonadales
WP_031997688.1	A0A014E5W0	A0A014E5W0_9GAMM	Methyltransferase domain protein	J813_0437	Acinetobacter sp. 25977_10	Pseudomonadales
WP_031997688.1	A0A014ENK7	A0A014ENK7_9GAMM	Methyltransferase domain protein	J807_0783	Acinetobacter sp. 25977_4	Pseudomonadales
WP_031997688.1	A0A014F516	A0A014F516_9GAMM	Methyltransferase domain protein	J804_3759	Acinetobacter sp. 25977_1	Pseudomonadales
WP_031997688.1	A0A062NCC4	A0A062NCC4_9GAMM	Methyltransferase domain protein	J732_0844	Acinetobacter sp. 796380-1375	Pseudomonadales
WP_031997688.1	A0A062SSL7	A0A062SSL7_ACIBA	Methyltransferase domain protein	J812_2475	Acinetobacter baumannii 25977_9	Pseudomonadales
WP_000992057.1	A0A1E3M3B8	A0A1E3M3B8_ACIBA	Methyltransferase	BGC29_05485	Acinetobacter baumannii	Pseudomonadales
WP_000993703.1	A0A009R743	A0A009R743_ACIBA	Methyltransferase domain protein	J552_3408	Acinetobacter baumannii 951631	Pseudomonadales
WP_000993703.1	A0A062DG11	A0A062DG11_ACIBA	Methyltransferase domain protein	J524_3121	Acinetobacter baumannii 496487	Pseudomonadales
WP_000993703.1	A0A062F911	A0A062F911_ACIBA	Methyltransferase domain protein	J567_2708	Acinetobacter baumannii 754286	Pseudomonadales
WP_000993703.1	A0A0D7TEI2	A0A0D7TEI2_ACIBA	Class I SAM-dependent methyltransferase (SAM-dependent methyltransferase)	B9X91_24530 EA685_18110 EJB02_13235 FE003_05455	Acinetobacter baumannii	Pseudomonadales
WP_032049685.1	A0A009QY16	A0A009QY16_ACIBA	Methyltransferase domain protein (Fragment)	J552_4486 J552_4496	Acinetobacter baumannii 951631	Pseudomonadales
WP_042757131.1	A0A009R3W3	A0A009R3W3_ACIBA	Methyltransferase domain protein	J552_4166	Acinetobacter baumannii 951631	Pseudomonadales
WP_034129348.1	A0A334YQB5	A0A334YQB5_ACIBA	Methyltransferase	SAMEA104305283_03597	Acinetobacter baumannii	Pseudomonadales
WP_032008044.1	A0A009G4J3	A0A009G4J3_ACIBA	Methyltransferase domain protein	J517_1930	Acinetobacter baumannii 118362	Pseudomonadales
WP_006063620.1	L1MGW8	L1MGW8_9CORY	Protein RecA (Recombinase A)	recA HMPREF9997_01391	Corynebacterium durum F0235	Corynebacteriales
WP_053545125.1	A0A0M3Q9T2	A0A0M3Q9T2_9CORY	Protein RecA (Recombinase A)	recA CDES_08755	Corynebacterium deserti GIMN1.010	Corynebacteriales
WP_046649357.1	A0A0M2X4M5	A0A0M2X4M5_9CORY	Protein RecA (Recombinase A)	recA WU87_12685	Corynebacterium minutissimum	Corynebacteriales
WP_046649357.1	A0A1E8Z846	A0A1E8Z846_9CORY	Protein RecA (Recombinase A)	recA HMPREF2807_11490	Corynebacterium sp. HMSC074A09	Corynebacteriales
WP_046649357.1	A0A1E9ZQU2	A0A1E9ZQU2_9CORY	Protein RecA (Recombinase A)	recA HMPREF2526_09220	Corynebacterium sp. HMSC070E08	Corynebacteriales
WP_010190289.1	C3PGY9	RECA_CORA7	Protein RecA (Recombinase A)	recA cauri_1500	Corynebacterium aurimucosum (strain ATCC 700975 / DSM 44827 / CN-1) (Corynebacterium nigricans)	Corynebacteriales
WP_015651514.1	M1UZD0	M1UZD0_9CORY	Protein RecA (Recombinase A)	recA H924_08205	Corynebacterium callunae DSM 20147	Corynebacteriales
WP_075468912.1	A0A1E7PHY7	A0A1E7PHY7_9CORY	Protein RecA (Recombinase A)	recA A0K93_07795	Corynebacterium sp. BCW_4722	Corynebacteriales
WP_070446729.1	A0A1F0VYA7	A0A1F0VYA7_9CORY	Protein RecA (Recombinase A)	recA HMPREF2943_08395	Corynebacterium sp. HMSC072D12	Corynebacteriales
WP_070683392.1	A0A2I1N1B2	A0A2I1N1B2_9CORY	Protein RecA (Recombinase A)	recA CYJ44_02500	Corynebacterium aurimucosum	Corynebacteriales
WP_049157561.1	A0A2N6TMG9	A0A2N6TMG9_9CORY	Protein RecA (Recombinase A)	recA CJ201_07270	Corynebacterium aurimucosum	Corynebacteriales
WP_070524502.1	A0A1F0QCT3	A0A1F0QCT3_9CORY	Protein RecA (Recombinase A)	recA HMPREF2974_01445	Corynebacterium sp. HMSC078C09	Corynebacteriales
WP_070524502.1	A0A1F0RW35	A0A1F0RW35_9CORY	Protein RecA (Recombinase A)	recA HMPREF2967_09500	Corynebacterium sp. HMSC059E07	Corynebacteriales
WP_042531252.1	A0A0B6ERN4	A0A0B6ERN4_9CORY	Protein RecA (Recombinase A)	recA CSING_08190	Corynebacterium singulare	Corynebacteriales
WP_070535667.1	A0A1F1XKR2	A0A1F1XKR2_9CORY	Protein RecA (Recombinase A)	recA HMPREF3149_00555	Corynebacterium sp. HMSC05E07	Corynebacteriales
WP_070527157.1	A0A1F0Q3L1	A0A1F0Q3L1_9CORY	Protein RecA (Recombinase A)	recA HMPREF2978_07395	Corynebacterium sp. HMSC074C01	Corynebacteriales
WP_070844290.1	A0A1S1EF57	A0A1S1EF57_9CORY	Protein RecA (Recombinase A)	recA HMPREF2791_02815	Corynebacterium sp. HMSC034A01	Corynebacteriales
WP_070768466.1	A0A1F1L348	A0A1F1L348_9CORY	Protein RecA (Recombinase A)	recA HMPREF3067_04140	Corynebacterium sp. HMSC04H06	Corynebacteriales
WP_025253022.1	W5Y260	W5Y260_9CORY	Protein RecA (Recombinase A)	recA B843_08095	Corynebacterium vitaeruminis DSM 20294	Corynebacteriales
WP_052601021.1	A0A0J0V0P4	A0A0J0V0P4_9ACTN	DNA polymerase III subunit alpha (EC 2.7.7.7)	IMCC26207_10288	Actinobacteria bacterium IMCC26207	
WP_052608641.1	A0A0G3V2H1	A0A0G3V2H1_9ACTN	DNA polymerase III subunit alpha (EC 2.7.7.7)	IMCC26256_11972	Actinobacteria bacterium IMCC26256	
WP_052605198.1	A0A0D8HIH5	A0A0D8HIH5_9ACTN	DNA polymerase III subunit alpha (EC 2.7.7.7)	dnaE AXFE_14590	Acidithrix ferrooxidans	Acidimicrobiales
WP_014806546.1	I4BVK4	I4BVK4_ACEMN	DNA polymerase III subunit alpha (EC 2.7.7.7)	Anamo_0662	Acetomicrobium mobile (strain ATCC BAA-54 / DSM 13181 / JCM 12221 / NGA) (Acetomicrobium mobile)	Synergistales
WP_006061720.1	L1MC55	L1MC55_9CORY	Single-stranded DNA-binding protein (SSB)	HMPREF9997_02299	Corynebacterium durum F0235	Corynebacteriales
WP_040087039.1	A0A0B5D669	A0A0B5D669_9CORY	Single-stranded DNA-binding protein (SSB)	B842_12380	Corynebacterium humireducens NBRC 106098 = DSM 45392	Corynebacteriales
WP_067720013.1	A0A199AQ74	A0A199AQ74_9ACTN	Single-stranded DNA-binding protein (SSB)	AYO52_07690	Dietzia sp. 111N12-1	Corynebacteriales
WP_067720013.1	A0A1E3RLA7	A0A1E3RLA7_9ACTN	Single-stranded DNA-binding protein (SSB)	BFG51_04505	Dietzia alimentaria	Corynebacteriales
WP_067720013.1	A0A365PB90	A0A365PB90_9ACTN	Single-stranded DNA-binding protein (SSB)	DQ226_06600 EDC92_112128	Dietzia maris	Corynebacteriales
WP_067720013.1	A0A420C1G4	A0A420C1G4_9ACTN	Single-stranded DNA-binding protein (SSB)	BXY47_2114	Dietzia kunjamensis	Corynebacteriales
